event_name,event_date,event_location,winner,fighter_a_name,fighter_b_name,weightclass,method_of_victory,round_of_victory,time_of_victory,time_format,referee,title_fight,gender,Fighter A Odds,Fighter A Avg Odds,Fighter A Best Odds,Fighter B Odds,Fighter B Avg Odds,Fighter B Best Odds
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Mizuki Inoue,Mizuki Inoue,Hannah Goldy,Strawweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,women,"[{'Bookmaker': 'Bovada', 'Odds Price': -350}, {'Bookmaker': 'WynnBET', 'Odds Price': -323}, {'Bookmaker': 'BetUS', 'Odds Price': -320}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -321}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -323}, {'Bookmaker': 'TwinSpires', 'Odds Price': -335}, {'Bookmaker': 'BetRivers', 'Odds Price': -335}, {'Bookmaker': 'Unibet', 'Odds Price': -335}, {'Bookmaker': 'DraftKings', 'Odds Price': -355}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -340}, {'Bookmaker': 'FanDuel', 'Odds Price': -330}, {'Bookmaker': 'SuperBook', 'Odds Price': -360}]",-335.0,"{'Odds': -320, 'Bookmaker': 'BetUS'}","[{'Bookmaker': 'Bovada', 'Odds Price': 275}, {'Bookmaker': 'WynnBET', 'Odds Price': 260}, {'Bookmaker': 'BetUS', 'Odds Price': 245}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 270}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 270}, {'Bookmaker': 'TwinSpires', 'Odds Price': 255}, {'Bookmaker': 'BetRivers', 'Odds Price': 255}, {'Bookmaker': 'Unibet', 'Odds Price': 255}, {'Bookmaker': 'DraftKings', 'Odds Price': 280}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 265}, {'Bookmaker': 'FanDuel', 'Odds Price': 265}, {'Bookmaker': 'SuperBook', 'Odds Price': 280}]",264.0,"{'Odds': 280, 'Bookmaker': 'DraftKings'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Montserrat Rendon,Montserrat Rendon,Tamires Vidal,Bantamweight,Decision - Split,3,5:00,3,Kerry Hatley,False,women,"[{'Bookmaker': 'TwinSpires', 'Odds Price': 205}, {'Bookmaker': 'Bovada', 'Odds Price': 220}, {'Bookmaker': 'Unibet', 'Odds Price': 205}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 215}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 215}, {'Bookmaker': 'BetUS', 'Odds Price': 205}, {'Bookmaker': 'BetRivers', 'Odds Price': 205}, {'Bookmaker': 'DraftKings', 'Odds Price': 200}, {'Bookmaker': 'WynnBET', 'Odds Price': 215}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 205}, {'Bookmaker': 'FanDuel', 'Odds Price': 200}]",208.0,"{'Odds': 220, 'Bookmaker': 'Bovada'}","[{'Bookmaker': 'TwinSpires', 'Odds Price': -265}, {'Bookmaker': 'Bovada', 'Odds Price': -275}, {'Bookmaker': 'Unibet', 'Odds Price': -265}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -255}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -256}, {'Bookmaker': 'BetUS', 'Odds Price': -255}, {'Bookmaker': 'BetRivers', 'Odds Price': -265}, {'Bookmaker': 'DraftKings', 'Odds Price': -245}, {'Bookmaker': 'WynnBET', 'Odds Price': -263}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -250}, {'Bookmaker': 'FanDuel', 'Odds Price': -245}]",-258.0,"{'Odds': -245, 'Bookmaker': 'DraftKings'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Draw,Alexa Grasso,Valentina Shevchenko,Flyweight,Decision - Split,5,5:00,5,Herb Dean,True,women,"[{'Bookmaker': 'FanDuel', 'Odds Price': 144}, {'Bookmaker': 'DraftKings', 'Odds Price': 145}, {'Bookmaker': 'TwinSpires', 'Odds Price': 138}, {'Bookmaker': 'Unibet', 'Odds Price': 138}, {'Bookmaker': 'BetRivers', 'Odds Price': 138}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 140}, {'Bookmaker': 'Bovada', 'Odds Price': 135}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 127}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 127}, {'Bookmaker': 'SuperBook', 'Odds Price': 140}, {'Bookmaker': 'WynnBET', 'Odds Price': 143}]",138.0,"{'Odds': 145, 'Bookmaker': 'DraftKings'}","[{'Bookmaker': 'FanDuel', 'Odds Price': -172}, {'Bookmaker': 'DraftKings', 'Odds Price': -175}, {'Bookmaker': 'TwinSpires', 'Odds Price': -175}, {'Bookmaker': 'Unibet', 'Odds Price': -175}, {'Bookmaker': 'BetRivers', 'Odds Price': -175}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -165}, {'Bookmaker': 'Bovada', 'Odds Price': -165}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -147}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -147}, {'Bookmaker': 'SuperBook', 'Odds Price': -160}, {'Bookmaker': 'WynnBET', 'Odds Price': -169}]",-166.0,"{'Odds': -147, 'Bookmaker': 'LowVig.ag'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Jack Della Maddalena,Jack Della Maddalena,Kevin Holland,Welterweight,Decision - Split,3,5:00,3,Jason Herzog,False,men,"[{'Bookmaker': 'Unibet', 'Odds Price': -148}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -135}, {'Bookmaker': 'BetUS', 'Odds Price': -140}, {'Bookmaker': 'BetRivers', 'Odds Price': -148}, {'Bookmaker': 'DraftKings', 'Odds Price': -135}, {'Bookmaker': 'TwinSpires', 'Odds Price': -148}, {'Bookmaker': 'Bovada', 'Odds Price': -130}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -135}, {'Bookmaker': 'FanDuel', 'Odds Price': -146}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -140}, {'Bookmaker': 'SuperBook', 'Odds Price': -135}, {'Bookmaker': 'WynnBET', 'Odds Price': -141}]",-140.0,"{'Odds': -130, 'Bookmaker': 'Bovada'}","[{'Bookmaker': 'Unibet', 'Odds Price': 120}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 115}, {'Bookmaker': 'BetUS', 'Odds Price': 110}, {'Bookmaker': 'BetRivers', 'Odds Price': 120}, {'Bookmaker': 'DraftKings', 'Odds Price': 120}, {'Bookmaker': 'TwinSpires', 'Odds Price': 120}, {'Bookmaker': 'Bovada', 'Odds Price': 110}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 115}, {'Bookmaker': 'FanDuel', 'Odds Price': 124}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 120}, {'Bookmaker': 'SuperBook', 'Odds Price': 115}, {'Bookmaker': 'WynnBET', 'Odds Price': 118}]",117.0,"{'Odds': 124, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Raul Rosas Jr.,Raul Rosas Jr.,Terrence Mitchell,Bantamweight,KO/TKO,1,0:54,3,Mark Smith,False,men,"[{'Bookmaker': 'Unibet', 'Odds Price': -770}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -833}, {'Bookmaker': 'BetUS', 'Odds Price': -770}, {'Bookmaker': 'BetRivers', 'Odds Price': -770}, {'Bookmaker': 'DraftKings', 'Odds Price': -800}, {'Bookmaker': 'TwinSpires', 'Odds Price': -770}, {'Bookmaker': 'Bovada', 'Odds Price': -800}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -800}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -800}, {'Bookmaker': 'FanDuel', 'Odds Price': -770}, {'Bookmaker': 'SuperBook', 'Odds Price': -850}, {'Bookmaker': 'WynnBET', 'Odds Price': -769}]",-791.0,"{'Odds': -769, 'Bookmaker': 'WynnBET'}","[{'Bookmaker': 'Unibet', 'Odds Price': 540}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 550}, {'Bookmaker': 'BetUS', 'Odds Price': 495}, {'Bookmaker': 'BetRivers', 'Odds Price': 540}, {'Bookmaker': 'DraftKings', 'Odds Price': 550}, {'Bookmaker': 'TwinSpires', 'Odds Price': 540}, {'Bookmaker': 'Bovada', 'Odds Price': 525}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 550}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 550}, {'Bookmaker': 'FanDuel', 'Odds Price': 540}, {'Bookmaker': 'SuperBook', 'Odds Price': 550}, {'Bookmaker': 'WynnBET', 'Odds Price': 545}]",539.0,"{'Odds': 550, 'Bookmaker': 'BetOnline.ag'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Daniel Zellhuber,Daniel Zellhuber,Christos Giagos,Lightweight,Submission,2,3:26,3,Jason Herzog,False,men,"[{'Bookmaker': 'Unibet', 'Odds Price': -278}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -278}, {'Bookmaker': 'BetUS', 'Odds Price': -295}, {'Bookmaker': 'BetRivers', 'Odds Price': -278}, {'Bookmaker': 'TwinSpires', 'Odds Price': -278}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -275}, {'Bookmaker': 'Bovada', 'Odds Price': -300}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -300}, {'Bookmaker': 'FanDuel', 'Odds Price': -270}, {'Bookmaker': 'DraftKings', 'Odds Price': -298}, {'Bookmaker': 'SuperBook', 'Odds Price': -290}, {'Bookmaker': 'WynnBET', 'Odds Price': -270}]",-284.0,"{'Odds': -270, 'Bookmaker': 'FanDuel'}","[{'Bookmaker': 'Unibet', 'Odds Price': 215}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 235}, {'Bookmaker': 'BetUS', 'Odds Price': 235}, {'Bookmaker': 'BetRivers', 'Odds Price': 215}, {'Bookmaker': 'TwinSpires', 'Odds Price': 215}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 235}, {'Bookmaker': 'Bovada', 'Odds Price': 240}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 240}, {'Bookmaker': 'FanDuel', 'Odds Price': 220}, {'Bookmaker': 'DraftKings', 'Odds Price': 240}, {'Bookmaker': 'SuperBook', 'Odds Price': 240}, {'Bookmaker': 'WynnBET', 'Odds Price': 222}]",229.0,"{'Odds': 240, 'Bookmaker': 'Bovada'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Kyle Nelson,Kyle Nelson,Fernando Padilla,Featherweight,Decision - Unanimous,3,5:00,3,Chris Tognoni,False,men,"[{'Bookmaker': 'Unibet', 'Odds Price': 205}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 205}, {'Bookmaker': 'BetRivers', 'Odds Price': 205}, {'Bookmaker': 'TwinSpires', 'Odds Price': 205}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 205}, {'Bookmaker': 'Bovada', 'Odds Price': 200}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 205}, {'Bookmaker': 'FanDuel', 'Odds Price': 205}, {'Bookmaker': 'DraftKings', 'Odds Price': 200}, {'Bookmaker': 'SuperBook', 'Odds Price': 200}, {'Bookmaker': 'WynnBET', 'Odds Price': 210}]",204.0,"{'Odds': 210, 'Bookmaker': 'WynnBET'}","[{'Bookmaker': 'Unibet', 'Odds Price': -265}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -238}, {'Bookmaker': 'BetRivers', 'Odds Price': -265}, {'Bookmaker': 'TwinSpires', 'Odds Price': -265}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -240}, {'Bookmaker': 'Bovada', 'Odds Price': -250}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -250}, {'Bookmaker': 'FanDuel', 'Odds Price': -250}, {'Bookmaker': 'DraftKings', 'Odds Price': -245}, {'Bookmaker': 'SuperBook', 'Odds Price': -250}, {'Bookmaker': 'WynnBET', 'Odds Price': -256}]",-252.0,"{'Odds': -238, 'Bookmaker': 'BetOnline.ag'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Loopy Godinez,Loopy Godinez,Elise Reed,Strawweight,Submission,2,3:38,3,Herb Dean,False,women,"[{'Bookmaker': 'Unibet', 'Odds Price': -480}, {'Bookmaker': 'BetRivers', 'Odds Price': -480}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -370}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -370}, {'Bookmaker': 'TwinSpires', 'Odds Price': -480}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -400}, {'Bookmaker': 'Bovada', 'Odds Price': -400}, {'Bookmaker': 'FanDuel', 'Odds Price': -390}, {'Bookmaker': 'DraftKings', 'Odds Price': -395}, {'Bookmaker': 'SuperBook', 'Odds Price': -400}, {'Bookmaker': 'BetUS', 'Odds Price': -455}, {'Bookmaker': 'WynnBET', 'Odds Price': -417}]",-417.0,"{'Odds': -370, 'Bookmaker': 'BetOnline.ag'}","[{'Bookmaker': 'Unibet', 'Odds Price': 350}, {'Bookmaker': 'BetRivers', 'Odds Price': 350}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 295}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 295}, {'Bookmaker': 'TwinSpires', 'Odds Price': 350}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 310}, {'Bookmaker': 'Bovada', 'Odds Price': 300}, {'Bookmaker': 'FanDuel', 'Odds Price': 310}, {'Bookmaker': 'DraftKings', 'Odds Price': 310}, {'Bookmaker': 'SuperBook', 'Odds Price': 300}, {'Bookmaker': 'BetUS', 'Odds Price': 330}, {'Bookmaker': 'WynnBET', 'Odds Price': 330}]",318.0,"{'Odds': 350, 'Bookmaker': 'Unibet'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Roman Kopylov,Roman Kopylov,Josh Fremd,Middleweight,KO/TKO,2,4:44,3,Mark Smith,False,men,"[{'Bookmaker': 'Unibet', 'Odds Price': -385}, {'Bookmaker': 'BetRivers', 'Odds Price': -385}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -312}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -310}, {'Bookmaker': 'TwinSpires', 'Odds Price': -385}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -340}, {'Bookmaker': 'FanDuel', 'Odds Price': -320}, {'Bookmaker': 'DraftKings', 'Odds Price': -325}, {'Bookmaker': 'WynnBET', 'Odds Price': -323}]",-341.0,"{'Odds': -310, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'Unibet', 'Odds Price': 265}, {'Bookmaker': 'BetRivers', 'Odds Price': 265}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 260}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 260}, {'Bookmaker': 'TwinSpires', 'Odds Price': 265}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 265}, {'Bookmaker': 'FanDuel', 'Odds Price': 260}, {'Bookmaker': 'DraftKings', 'Odds Price': 260}, {'Bookmaker': 'WynnBET', 'Odds Price': 260}]",262.0,"{'Odds': 265, 'Bookmaker': 'Unibet'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",NC,Edgar Chairez,Daniel Lacerda,Flyweight,Overturned,1,3:47,3,Chris Tognoni,False,men,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -227}, {'Bookmaker': 'Bovada', 'Odds Price': -225}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -225}, {'Bookmaker': 'BetUS', 'Odds Price': -215}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -230}, {'Bookmaker': 'FanDuel', 'Odds Price': -220}, {'Bookmaker': 'DraftKings', 'Odds Price': -218}, {'Bookmaker': 'WynnBET', 'Odds Price': -233}]",-224.0,"{'Odds': -215, 'Bookmaker': 'BetUS'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': 190}, {'Bookmaker': 'Bovada', 'Odds Price': 185}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 190}, {'Bookmaker': 'BetUS', 'Odds Price': 175}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 190}, {'Bookmaker': 'FanDuel', 'Odds Price': 184}, {'Bookmaker': 'DraftKings', 'Odds Price': 180}, {'Bookmaker': 'WynnBET', 'Odds Price': 192}, {'Bookmaker': 'Unibet', 'Odds Price': -278}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -278}, {'Bookmaker': 'BetUS', 'Odds Price': -295}, {'Bookmaker': 'BetRivers', 'Odds Price': -278}, {'Bookmaker': 'TwinSpires', 'Odds Price': -278}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -275}, {'Bookmaker': 'Bovada', 'Odds Price': -300}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -300}, {'Bookmaker': 'FanDuel', 'Odds Price': -270}, {'Bookmaker': 'DraftKings', 'Odds Price': -298}, {'Bookmaker': 'SuperBook', 'Odds Price': -290}, {'Bookmaker': 'WynnBET', 'Odds Price': -270}, {'Bookmaker': 'Bovada', 'Odds Price': -195}, {'Bookmaker': 'BetUS', 'Odds Price': -190}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -185}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -185}, {'Bookmaker': 'Unibet', 'Odds Price': -205}, {'Bookmaker': 'TwinSpires', 'Odds Price': -205}, {'Bookmaker': 'BetRivers', 'Odds Price': -205}, {'Bookmaker': 'DraftKings', 'Odds Price': -175}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -195}, {'Bookmaker': 'FanDuel', 'Odds Price': -220}]",-156.0,"{'Odds': 192, 'Bookmaker': 'WynnBET'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Tracy Cortez,Tracy Cortez,Jasmine Jasudavicius,Flyweight,Decision - Unanimous,3,5:00,3,Jason Herzog,False,women,"[{'Bookmaker': 'Unibet', 'Odds Price': -117}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -127}, {'Bookmaker': 'BetRivers', 'Odds Price': -117}, {'Bookmaker': 'TwinSpires', 'Odds Price': -117}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -126}, {'Bookmaker': 'Bovada', 'Odds Price': -125}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -120}, {'Bookmaker': 'FanDuel', 'Odds Price': -120}, {'Bookmaker': 'DraftKings', 'Odds Price': -135}, {'Bookmaker': 'SuperBook', 'Odds Price': -120}, {'Bookmaker': 'WynnBET', 'Odds Price': -130}]",-123.0,"{'Odds': -117, 'Bookmaker': 'Unibet'}","[{'Bookmaker': 'Unibet', 'Odds Price': -106}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 106}, {'Bookmaker': 'BetRivers', 'Odds Price': -106}, {'Bookmaker': 'TwinSpires', 'Odds Price': -106}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 106}, {'Bookmaker': 'Bovada', 'Odds Price': 105}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 100}, {'Bookmaker': 'FanDuel', 'Odds Price': 102}, {'Bookmaker': 'DraftKings', 'Odds Price': 114}, {'Bookmaker': 'SuperBook', 'Odds Price': 100}, {'Bookmaker': 'WynnBET', 'Odds Price': 110}]",102.0,"{'Odds': 114, 'Bookmaker': 'DraftKings'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Charlie Campbell,Charlie Campbell,Alex Reyes,Lightweight,KO/TKO,1,3:38,3,Mark Smith,False,men,"[{'Bookmaker': 'LowVig.ag', 'Odds Price': -559}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -556}, {'Bookmaker': 'Unibet', 'Odds Price': -500}, {'Bookmaker': 'BetRivers', 'Odds Price': -500}, {'Bookmaker': 'TwinSpires', 'Odds Price': -500}, {'Bookmaker': 'FanDuel', 'Odds Price': -490}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -500}, {'Bookmaker': 'SuperBook', 'Odds Price': -550}, {'Bookmaker': 'DraftKings', 'Odds Price': -520}, {'Bookmaker': 'Bovada', 'Odds Price': -550}, {'Bookmaker': 'WynnBET', 'Odds Price': -526}]",-522.0,"{'Odds': -490, 'Bookmaker': 'FanDuel'}","[{'Bookmaker': 'LowVig.ag', 'Odds Price': 410}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 410}, {'Bookmaker': 'Unibet', 'Odds Price': 360}, {'Bookmaker': 'BetRivers', 'Odds Price': 360}, {'Bookmaker': 'TwinSpires', 'Odds Price': 360}, {'Bookmaker': 'FanDuel', 'Odds Price': 380}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 380}, {'Bookmaker': 'SuperBook', 'Odds Price': 400}, {'Bookmaker': 'DraftKings', 'Odds Price': 390}, {'Bookmaker': 'Bovada', 'Odds Price': 400}, {'Bookmaker': 'WynnBET', 'Odds Price': 400}]",386.0,"{'Odds': 410, 'Bookmaker': 'LowVig.ag'}"
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Josefine Knutsson,Josefine Knutsson,Marnic Mann,Strawweight,Decision - Unanimous,3,5:00,3,Chris Tognoni,False,women,"[{'Bookmaker': 'LowVig.ag', 'Odds Price': -699}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -714}, {'Bookmaker': 'DraftKings', 'Odds Price': -700}, {'Bookmaker': 'SuperBook', 'Odds Price': -800}, {'Bookmaker': 'BetRivers', 'Odds Price': -770}, {'Bookmaker': 'TwinSpires', 'Odds Price': -770}, {'Bookmaker': 'Unibet', 'Odds Price': -770}, {'Bookmaker': 'Bovada', 'Odds Price': -750}, {'Bookmaker': 'BetUS', 'Odds Price': -715}, {'Bookmaker': 'FanDuel', 'Odds Price': -720}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -700}, {'Bookmaker': 'WynnBET', 'Odds Price': -714}]",-734.0,"{'Odds': -699, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'LowVig.ag', 'Odds Price': 500}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 500}, {'Bookmaker': 'DraftKings', 'Odds Price': 500}, {'Bookmaker': 'SuperBook', 'Odds Price': 525}, {'Bookmaker': 'BetRivers', 'Odds Price': 525}, {'Bookmaker': 'TwinSpires', 'Odds Price': 525}, {'Bookmaker': 'Unibet', 'Odds Price': 525}, {'Bookmaker': 'Bovada', 'Odds Price': 500}, {'Bookmaker': 'BetUS', 'Odds Price': 465}, {'Bookmaker': 'FanDuel', 'Odds Price': 520}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 500}, {'Bookmaker': 'WynnBET', 'Odds Price': 525}]",509.0,"{'Odds': 525, 'Bookmaker': 'SuperBook'}"
UFC 293: Adesanya vs. Strickland,2023-09-09,"Sydney, New South Wales, Australia",Sean Strickland,Sean Strickland,Israel Adesanya,Middleweight,Decision - Unanimous,5,5:00,5,Marc Goddard,True,men,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': 475}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 475}, {'Bookmaker': 'FanDuel', 'Odds Price': 490}, {'Bookmaker': 'DraftKings', 'Odds Price': 490}, {'Bookmaker': 'TwinSpires', 'Odds Price': 480}, {'Bookmaker': 'BetRivers', 'Odds Price': 480}, {'Bookmaker': 'Unibet', 'Odds Price': 480}, {'Bookmaker': 'Bovada', 'Odds Price': 475}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 500}, {'Bookmaker': 'WynnBET', 'Odds Price': 480}, {'Bookmaker': 'BetMGM', 'Odds Price': 475}, {'Bookmaker': 'SuperBook', 'Odds Price': 450}]",479.0,"{'Odds': 500, 'Bookmaker': 'William Hill (US)'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -667}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -649}, {'Bookmaker': 'FanDuel', 'Odds Price': -670}, {'Bookmaker': 'DraftKings', 'Odds Price': -675}, {'Bookmaker': 'TwinSpires', 'Odds Price': -670}, {'Bookmaker': 'BetRivers', 'Odds Price': -670}, {'Bookmaker': 'Unibet', 'Odds Price': -670}, {'Bookmaker': 'Bovada', 'Odds Price': -700}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -700}, {'Bookmaker': 'WynnBET', 'Odds Price': -667}, {'Bookmaker': 'BetMGM', 'Odds Price': -650}, {'Bookmaker': 'SuperBook', 'Odds Price': -650}]",-670.0,"{'Odds': -649, 'Bookmaker': 'LowVig.ag'}"
UFC 293: Adesanya vs. Strickland,2023-09-09,"Sydney, New South Wales, Australia",Alexander Volkov,Alexander Volkov,Tai Tuivasa,Heavyweight,Submission,2,4:37,3,Herb Dean,False,men,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -256}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -255}, {'Bookmaker': 'DraftKings', 'Odds Price': -245}, {'Bookmaker': 'BetUS', 'Odds Price': -245}, {'Bookmaker': 'TwinSpires', 'Odds Price': -250}, {'Bookmaker': 'Unibet', 'Odds Price': -250}, {'Bookmaker': 'BetRivers', 'Odds Price': -250}, {'Bookmaker': 'Bovada', 'Odds Price': -260}, {'Bookmaker': 'WynnBET', 'Odds Price': -256}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -250}, {'Bookmaker': 'FanDuel', 'Odds Price': -245}, {'Bookmaker': 'BetMGM', 'Odds Price': -250}, {'Bookmaker': 'SuperBook', 'Odds Price': -265}]",-252.0,"{'Odds': -245, 'Bookmaker': 'DraftKings'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': 215}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 215}, {'Bookmaker': 'DraftKings', 'Odds Price': 200}, {'Bookmaker': 'BetUS', 'Odds Price': 205}, {'Bookmaker': 'TwinSpires', 'Odds Price': 195}, {'Bookmaker': 'Unibet', 'Odds Price': 195}, {'Bookmaker': 'BetRivers', 'Odds Price': 195}, {'Bookmaker': 'Bovada', 'Odds Price': 210}, {'Bookmaker': 'WynnBET', 'Odds Price': 210}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 205}, {'Bookmaker': 'FanDuel', 'Odds Price': 200}, {'Bookmaker': 'BetMGM', 'Odds Price': 200}, {'Bookmaker': 'SuperBook', 'Odds Price': 215}]",204.0,"{'Odds': 215, 'Bookmaker': 'BetOnline.ag'}"
